p	invgam	alpha	pinvgam
0.99994	61102.9	60155.		.999940
.0000541589	.0	.0001		.0
0.9999458411	.515361	.0001		.999946
.0000541589	.0	.0006		.0
0.9999458411	1.56998	.0006		.999946
.0000541589	.0	.001		.0
0.9999458411	1.92761	.001		.999946
.0000541589	.0	.006		.0
0.9999458411	3.30168	.006		.999946
.0000541589	.0	.01		.0
0.9999458411	3.72169	.01		.999946
.0000541589	.462003E-71	.06		.541589E-4
0.9999458411	5.32637	.06		.999946
.0000541589	.131858E-42	.1		.541589E-4
0.9999458411	5.85355	.1		.999946
.0000541589	.642618E-7	.6		.541589E-4
0.9999458411	8.52644	.6		.999946
.0000541589	.541604E-4	1.		.541589E-4
0.9999458411	9.82359	1.		.999946
.0000541589	.637509	6.		.541588E-4
0.9999458411	20.3699	6.		.999946
.0000541589	2.03756	10.		.541588E-4
0.9999458411	27.0964	10.		.999946
.0000541589	3.87021	14.		.541588E-4
0.9999458411	33.3182	14.		.999946
.0000541589	34.5483	60.		.541576E-4
0.9999458411	94.7441	60.		.999946
.0000541589	37.5695	64.		.541574E-4
0.9999458411	99.7249	64.		.999946
.0000541589	65.8545	100.		.541587E-4
0.9999458411	143.451	100.		.999946
.0000541589	106.331	149.		.541488E-4
0.9999458411	200.980	149.		.999946
.0000541589	509.802	600.		.541631E-4
0.9999458411	699.519	600.		.999946
.0000541589	539.307	632.		.541611E-4
0.9999458411	734.014	632.		.999946
.0000541589	882.217	1000.		.541592E-4
0.9999458411	1127.11	1000.		.999946
.0000541589	1116.83	1249.		.541900E-4
0.9999458411	1390.50	1249.		.999946
.0000541589	5704.79	6000.		.541535E-4
0.9999458411	6304.53	6000.		.999946
.0000541589	6139.85	6446.		.541669E-4
0.9999458411	6761.48	6446.		.999946
.0000541589	9617.54	10000.		.541655E-4
0.9999458411	10391.8	10000.		.999946
.0000541589	13459.1	13911.		.542152E-4
0.9999458411	14372.3	13911.		.999946
.0000541589	59056.4	60000.		.541394E-4
0.9999458411	60952.9	60000.		.999946
.0000541589	68130.7	69144.		.541358E-4
0.9999458411	70166.6	69144.		.999946
.00005	.0	.0001		.0
0.99995	.553250	.0001		.999950
.00005	.0	.0006		.0
0.99995	1.62461	.0006		.999950
.00005	.0	.001		.0
0.99995	1.98507	.001		.999950
.00005	.0	.006		.0
0.99995	3.36577	.006		.999950
.00005	.0	.01		.0
0.99995	3.78711	.01		.999950
.00005	.121987E-71	.06		.500000E-4
0.99995	5.39566	.06		.999950
.00005	.593071E-43	.1		.500000E-4
0.99995	5.92397	.1		.999950
.00005	.562497E-7	.6		.500000E-4
0.99995	8.60309	.6		.999950
.00005	.500013E-4	1.		.500000E-4
0.99995	9.90349	1.		.999950
.00005	.628255	6.		.500000E-4
0.99995	20.4738	6.		.999950
.00005	2.01778	10.		.500006E-4
0.99995	27.2132	10.		.999950
.00005	5.93794	18.		.499997E-4
0.99995	39.3793	18.		.999950
.00005	34.4451	60.		.499995E-4
0.99995	94.9473	60.		.999950
.00005	38.2204	65.		.500009E-4
0.99995	101.175	65.		.999950
.00005	65.7082	100.		.499993E-4
0.99995	143.697	100.		.999950
.00005	82.0042	120.		.499990E-4
0.99995	167.404	120.		.999950
.00005	509.375	600.		.499995E-4
0.99995	700.046	600.		.999950
.00005	593.406	691.		.500013E-4
0.99995	798.016	691.		.999950
.00005	881.652	1000.		.499991E-4
0.99995	1127.77	1000.		.999950
.00005	1060.47	1190.		.499703E-4
0.99995	1328.95	1190.		.999950
.00005	5703.34	6000.		.500089E-4
0.99995	6306.09	6000.		.999950
.00005	5876.90	6178.		.500017E-4
0.99995	6488.52	6178.		.999950
.00005	9615.64	10000.		.499912E-4
0.99995	10393.8	10000.		.999950
.00005	17017.6	17528.		.499730E-4
0.99995	18047.8	17528.		.999950
.00005	59051.7	60000.		.499897E-4
0.99995	60957.7	60000.		.999950
.00005	67580.7	68595.		.499701E-4
0.99995	69618.7	68595.		.999950
.000044635	.0	.0001		.0
0.999955365	.608916	.0001		.999955
.000044635	.0	.0006		.0
0.999955365	1.70305	.0006		.999955
.000044635	.0	.001		.0
0.999955365	2.06736	.001		.999955
.000044635	.0	.006		.0
0.999955365	3.45718	.006		.999955
.000044635	.0	.01		.0
0.999955365	3.88035	.01		.999955
.000044635	.183967E-72	.06		.446350E-4
0.999955365	5.49428	.06		.999955
.000044635	.190617E-43	.1		.446350E-4
0.999955365	6.02416	.1		.999955
.000044635	.465546E-7	.6		.446350E-4
0.999955365	8.71203	.6		.999955
.000044635	.446360E-4	1.		.446350E-4
0.999955365	10.0170	1.		.999955
.000044635	.615360	6.		.446349E-4
0.999955365	20.6212	6.		.999955
.000044635	1.99007	10.		.446346E-4
0.999955365	27.3786	10.		.999955
.000044635	5.88433	18.		.446347E-4
0.999955365	39.5729	18.		.999955
.000044635	34.2996	60.		.446337E-4
0.999955365	95.2348	60.		.999955
.000044635	40.3489	68.		.446343E-4
0.999955365	105.189	68.		.999955
.000044635	65.5019	100.		.446345E-4
0.999955365	144.046	100.		.999955
.000044635	142.423	192.		.446395E-4
0.999955365	251.134	192.		.999955
.000044635	508.773	600.		.446368E-4
0.999955365	700.791	600.		.999955
.000044635	541.014	635.		.446317E-4
0.999955365	738.550	635.		.999955
.000044635	880.854	1000.		.446319E-4
0.999955365	1128.71	1000.		.999955
.000044635	1780.79	1949.		.446316E-4
0.999955365	2126.78	1949.		.999955
.000044635	5701.28	6000.		.446317E-4
0.999955365	6308.29	6000.		.999955
.000044635	6030.85	6338.		.446339E-4
0.999955365	6654.72	6338.		.999955
.000044635	9612.97	10000.		.446350E-4
0.999955365	10396.6	10000.		.999955
.000044635	16366.9	16871.		.446816E-4
0.999955365	17384.7	16871.		.999955
.000044635	59045.1	60000.		.446665E-4
0.999955365	60964.5	60000.		.999955
.000044635	67528.0	68549.		.446615E-4
0.999955365	69579.6	68549.		.999955
.00004	.0	.0001		.0
0.99996	.664644	.0001		.999960
.00004	.0	.0006		.0
0.99996	1.77969	.0006		.999960
.00004	.0	.001		.0
0.99996	2.14757	.001		.999960
.00004	.0	.006		.0
0.99996	3.54587	.006		.999960
.00004	.0	.01		.0
0.99996	3.97074	.01		.999960
.00004	.295902E-73	.06		.400000E-4
0.99996	5.58973	.06		.999960
.00004	.636805E-44	.1		.400000E-4
0.99996	6.12110	.1		.999960
.00004	.387796E-7	.6		.400000E-4
0.99996	8.81730	.6		.999960
.00004	.400008E-4	1.		.400000E-4
0.99996	10.1266	1.		.999960
.00004	.603179	6.		.399999E-4
0.99996	20.7632	6.		.999960
.00004	1.96375	10.		.400004E-4
0.99996	27.5380	10.		.999960
.00004	3.76020	14.		.399997E-4
0.99996	33.7999	14.		.999960
.00004	34.1604	60.		.400004E-4
0.99996	95.5114	60.		.999960
.00004	38.6765	66.		.400013E-4
0.99996	102.998	66.		.999960
.00004	65.3043	100.		.400002E-4
0.99996	144.381	100.		.999960
.00004	84.8370	124.		.400001E-4
0.99996	172.852	124.		.999960
.00004	508.195	600.		.399994E-4
0.99996	701.507	600.		.999960
.00004	511.874	604.		.400023E-4
0.99996	705.828	604.		.999960
.00004	880.089	1000.		.399989E-4
0.99996	1129.61	1000.		.999960
.00004	1251.56	1394.		.400117E-4
0.99996	1546.15	1394.		.999960
.00004	5699.31	6000.		.400032E-4
0.99996	6310.40	6000.		.999960
.00004	6307.81	6624.		.399906E-4
0.99996	6949.89	6624.		.999960
.00004	9610.40	10000.		.399944E-4
0.99996	10399.3	10000.		.999960
.00004	13759.4	14225.		.399975E-4
0.99996	14700.3	14225.		.999960
.00004	59038.7	60000.		.400192E-4
0.99996	60971.0	60000.		.999960
.00004	66618.0	67639.		.399939E-4
0.99996	68669.7	67639.		.999960
.0000397915	.0	.0001		.0
0.9999602085	.667346	.0001		.999960
.0000397915	.0	.0006		.0
0.9999602085	1.78337	.0006		.999960
.0000397915	.0	.001		.0
0.9999602085	2.15141	.001		.999960
.0000397915	.0	.006		.0
0.9999602085	3.55011	.006		.999960
.0000397915	.0	.01		.0
0.9999602085	3.97506	.01		.999960
.0000397915	.271219E-73	.06		.397915E-4
0.9999602085	5.59428	.06		.999960
.0000397915	.604380E-44	.1		.397915E-4
0.9999602085	6.12572	.1		.999960
.0000397915	.384433E-7	.6		.397915E-4
0.9999602085	8.82232	.6		.999960
.0000397915	.397923E-4	1.		.397915E-4
0.9999602085	10.1319	1.		.999960
.0000397915	.602605	6.		.397914E-4
0.9999602085	20.7700	6.		.999960
.0000397915	1.96250	10.		.397909E-4
0.9999602085	27.5456	10.		.999960
.0000397915	1.96250	10.		.397909E-4
0.9999602085	27.5456	10.		.999960
.0000397915	34.1538	60.		.397921E-4
0.9999602085	95.5245	60.		.999960
.0000397915	37.9120	65.		.397913E-4
0.9999602085	101.769	65.		.999960
.0000397915	65.2949	100.		.397913E-4
0.9999602085	144.397	100.		.999960
.0000397915	98.9174	141.		.397913E-4
0.9999602085	192.780	141.		.999960
.0000397915	508.168	600.		.397942E-4
0.9999602085	701.541	600.		.999960
.0000397915	508.168	600.		.397942E-4
0.9999602085	701.541	600.		.999960
.0000397915	880.053	1000.		.397924E-4
0.9999602085	1129.66	1000.		.999960
.0000397915	1407.09	1558.		.397881E-4
0.9999602085	1718.62	1558.		.999960
.0000397915	5699.21	6000.		.397808E-4
0.9999602085	6310.50	6000.		.999960
.0000397915	6644.46	6969.		.397926E-4
0.9999602085	7303.25	6969.		.999960
.0000397915	9610.28	10000.		.397892E-4
0.9999602085	10399.4	10000.		.999960
.0000397915	18363.4	18901.		.397948E-4
0.9999602085	19448.3	18901.		.999960
.0000397915	59038.4	60000.		.398130E-4
0.9999602085	60971.3	60000.		.999960
.0000397915	67338.2	68365.		.397950E-4
0.9999602085	69401.5	68365.		.999960
.00003	.0	.0001		.0
0.99997	.819326	.0001		.999970
.00003	.0	.0006		.0
0.99997	1.98462	.0006		.999970
.00003	.0	.001		.0
0.99997	2.36117	.001		.999970
.00003	.0	.006		.0
0.99997	3.78029	.006		.999970
.00003	.0	.01		.0
0.99997	4.20941	.01		.999970
.00003	.244814E-75	.06		.300000E-4
0.99997	5.84107	.06		.999970
.00003	.358607E-45	.1		.300000E-4
0.99997	6.37622	.1		.999970
.00003	.240089E-7	.6		.300000E-4
0.99997	9.09374	.6		.999970
.00003	.300005E-4	1.		.300000E-4
0.99997	10.4143	1.		.999970
.00003	.572450	6.		.299999E-4
0.99997	21.1348	6.		.999970
.00003	1.89665	10.		.300004E-4
0.99997	27.9545	10.		.999970
.00003	5.17048	17.		.299997E-4
0.99997	38.7703	17.		.999970
.00003	33.8008	60.		.300006E-4
0.99997	96.2316	60.		.999970
.00003	40.5624	69.		.299998E-4
0.99997	107.475	69.		.999970
.00003	64.7932	100.		.299997E-4
0.99997	145.254	100.		.999970
.00003	126.867	175.		.300050E-4
0.99997	233.190	175.		.999970
.00003	506.698	600.		.300025E-4
0.99997	703.367	600.		.999970
.00003	586.815	687.		.299980E-4
0.99997	797.250	687.		.999970
.00003	878.105	1000.		.300008E-4
0.99997	1131.96	1000.		.999970
.00003	1639.52	1805.		.299863E-4
0.99997	1980.54	1805.		.999970
.00003	5694.19	6000.		.300001E-4
0.99997	6315.88	6000.		.999970
.00003	6521.93	6849.		.300050E-4
0.99997	7186.14	6849.		.999970
.00003	9603.74	10000.		.299962E-4
0.99997	10406.3	10000.		.999970
.00003	13139.0	13602.		.299767E-4
0.99997	14075.0	13602.		.999970
.00003	59022.1	60000.		.300020E-4
0.99997	60988.0	60000.		.999970
.00003	60129.0	61116.		.300015E-4
0.99997	62113.1	61116.		.999970
.0000212643	.0	.0001		.0
0.9999787357	1.01873	.0001		.999979
.0000212643	.0	.0006		.0
0.9999787357	2.23640	.0006		.999979
.0000212643	.0	.001		.0
0.9999787357	2.62217	.001		.999979
.0000212643	.0	.006		.0
0.9999787357	4.06379	.006		.999979
.0000212643	.0	.01		.0
0.9999787357	4.49757	.01		.999979
.0000212643	.790071E-78	.06		.212643E-4
0.9999787357	6.14336	.06		.999979
.0000212643	.114794E-46	.1		.212643E-4
0.9999787357	6.68278	.1		.999979
.0000212643	.135287E-7	.6		.212643E-4
0.9999787357	9.42485	.6		.999979
.0000212643	.212645E-4	1.		.212643E-4
0.9999787357	10.7585	1.		.999979
.0000212643	.537904	6.		.212642E-4
0.9999787357	21.5769	6.		.999979
.0000212643	1.81995	10.		.212643E-4
0.9999787357	28.4494	10.		.999979
.0000212643	2.21763	11.		.212644E-4
0.9999787357	30.0730	11.		.999979
.0000212643	33.3811	60.		.212645E-4
0.9999787357	97.0834	60.		.999979
.0000212643	34.8600	62.		.212642E-4
0.9999787357	99.6057	62.		.999979
.0000212643	64.1955	100.		.212644E-4
0.9999787357	146.285	100.		.999979
.0000212643	109.194	155.		.212679E-4
0.9999787357	211.295	155.		.999979
.0000212643	504.940	600.		.212661E-4
0.9999787357	705.560	600.		.999979
.0000212643	571.097	672.		.212651E-4
0.9999787357	783.403	672.		.999979
.0000212643	875.774	1000.		.212641E-4
0.9999787357	1134.73	1000.		.999979
.0000212643	1230.33	1377.		.212719E-4
0.9999787357	1534.17	1377.		.999979
.0000212643	5688.17	6000.		.212620E-4
0.9999787357	6322.33	6000.		.999979
.0000212643	6145.01	6469.		.212600E-4
0.9999787357	6803.49	6469.		.999979
.0000212643	9595.91	10000.		.212634E-4
0.9999787357	10414.6	10000.		.999979
.0000212643	14053.6	14542.		.212401E-4
0.9999787357	15040.9	14542.		.999979
.0000212643	59002.6	60000.		.212648E-4
0.9999787357	61007.9	60000.		.999979
.0000212643	65891.2	66945.		.212789E-4
0.9999787357	68009.3	66945.		.999979
.00002	.0	.0001		.0
0.99998	1.05572	.0001		.999980
.00002	.0	.0006		.0
0.99998	2.28194	.0006		.999980
.00002	.0	.001		.0
0.99998	2.66923	.001		.999980
.00002	.0	.006		.0
0.99998	4.11460	.006		.999980
.00002	.0	.01		.0
0.99998	4.54917	.01		.999980
.00002	.284434E-78	.06		.200000E-4
0.99998	6.19737	.06		.999980
.00002	.621880E-47	.1		.200000E-4
0.99998	6.73753	.1		.999980
.00002	.122148E-7	.6		.200000E-4
0.99998	9.48387	.6		.999980
.00002	.200002E-4	1.		.200000E-4
0.99998	10.8198	1.		.999980
.00002	.531992	6.		.200000E-4
0.99998	21.6554	6.		.999980
.00002	1.80668	10.		.199998E-4
0.99998	28.5372	10.		.999980
.00002	4.49468	16.		.200002E-4
0.99998	37.9381	16.		.999980
.00002	33.3075	60.		.199999E-4
0.99998	97.2340	60.		.999980
.00002	33.3075	60.		.199999E-4
0.99998	97.2340	60.		.999980
.00002	64.0905	100.		.199995E-4
0.99998	146.467	100.		.999980
.00002	78.5576	118.		.200001E-4
0.99998	168.003	118.		.999980
.00002	504.630	600.		.199993E-4
0.99998	705.947	600.		.999980
.00002	577.214	679.		.199989E-4
0.99998	791.363	679.		.999980
.00002	875.364	1000.		.200008E-4
0.99998	1135.21	1000.		.999980
.00002	1162.82	1306.		.200007E-4
0.99998	1459.76	1306.		.999980
.00002	5687.11	6000.		.199980E-4
0.99998	6323.47	6000.		.999980
.00002	6485.09	6819.		.199975E-4
0.99998	7163.49	6819.		.999980
.00002	9594.53	10000.		.199990E-4
0.99998	10416.0	10000.		.999980
.00002	14807.0	15310.		.199656E-4
0.99998	15823.5	15310.		.999980
.00002	58999.2	60000.		.200133E-4
0.99998	61011.4	60000.		.999980
.00002	68014.6	69089.		.199854E-4
0.99998	70173.9	69089.		.999980
.0000121261	.0	.0001		.0
0.9999878739	1.37214	.0001		.999988
.0000121261	.0	.0006		.0
0.9999878739	2.66064	.0006		.999988
.0000121261	.0	.001		.0
0.9999878739	3.05925	.001		.999988
.0000121261	.0	.006		.0
0.9999878739	4.53283	.006		.999988
.0000121261	.0	.01		.0
0.9999878739	4.97338	.01		.999988
.0000121261	.679465E-82	.06		.121261E-4
0.9999878739	6.64009	.06		.999988
.0000121261	.417463E-49	.1		.121261E-4
0.9999878739	7.18600	.1		.999988
.0000121261	.530524E-8	.6		.121261E-4
0.9999878739	9.96607	.6		.999988
.0000121261	.121262E-4	1.		.121261E-4
0.9999878739	11.3202	1.		.999988
.0000121261	.486269	6.		.121260E-4
0.9999878739	22.2935	6.		.999988
.0000121261	1.70255	10.		.121259E-4
0.9999878739	29.2496	10.		.999988
.0000121261	2.08432	11.		.121260E-4
0.9999878739	30.8916	11.		.999988
.0000121261	32.7194	60.		.121265E-4
0.9999878739	98.4518	60.		.999988
.0000121261	32.7194	60.		.121265E-4
0.9999878739	98.4518	60.		.999988
.0000121261	63.2502	100.		.121263E-4
0.9999878739	147.938	100.		.999988
.0000121261	123.816	174.		.121261E-4
0.9999878739	235.384	174.		.999988
.0000121261	502.145	600.		.121272E-4
0.9999878739	709.066	600.		.999988
.0000121261	508.543	607.		.121251E-4
0.9999878739	716.667	607.		.999988
.0000121261	872.066	1000.		.121266E-4
0.9999878739	1139.15	1000.		.999988
.0000121261	1544.80	1714.		.121293E-4
0.9999878739	1894.42	1714.		.999988
.0000121261	5678.58	6000.		.121237E-4
0.9999878739	6332.63	6000.		.999988
.0000121261	6271.39	6609.		.121264E-4
0.9999878739	6957.82	6609.		.999988
.0000121261	9583.43	10000.		.121262E-4
0.9999878739	10427.8	10000.		.999988
.0000121261	13986.4	14489.		.121097E-4
0.9999878739	15002.8	14489.		.999988
.0000121261	58971.5	60000.		.121230E-4
0.9999878739	61039.7	60000.		.999988
.0000121261	62189.9	63246.		.121239E-4
0.9999878739	64313.3	63246.		.999988
.00001	.0	.0001		.0
0.99999	1.50022	.0001		.999990
.00001	.0	.0006		.0
0.99999	2.80959	.0006		.999990
.00001	.0	.001		.0
0.99999	3.21207	.001		.999990
.00001	.0	.006		.0
0.99999	4.69546	.006		.999990
.00001	.0	.01		.0
0.99999	5.13813	.01		.999990
.00001	.273410E-83	.06		.100000E-4
0.99999	6.81149	.06		.999990
.00001	.607305E-50	.1		.100000E-4
0.99999	7.35948	.1		.999990
.00001	.384742E-8	.6		.999999E-5
0.99999	10.1521	.6		.999990
.00001	.100001E-4	1.		.100000E-4
0.99999	11.5129	1.		.999990
.00001	.469797	6.		.999995E-5
0.99999	22.5381	6.		.999990
.00001	1.66434	10.		.100001E-4
0.99999	29.5223	10.		.999990
.00001	4.24165	16.		.999997E-5
0.99999	39.0471	16.		.999990
.00001	32.4985	60.		.999992E-5
0.99999	98.9155	60.		.999990
.00001	38.3784	68.		.100003E-4
0.99999	109.041	68.		.999990
.00001	62.9339	100.		.100002E-4
0.99999	148.498	100.		.999990
.00001	140.224	194.		.999912E-5
0.99999	259.221	194.		.999990
.00001	501.205	600.		.999946E-5
0.99999	710.250	600.		.999990
.00001	568.954	674.		.100007E-4
0.99999	790.502	674.		.999990
.00001	870.819	1000.		.100004E-4
0.99999	1140.64	1000.		.999990
.00001	1315.95	1474.		.999548E-5
0.99999	1643.50	1474.		.999990
.00001	5675.36	6000.		.100028E-4
0.99999	6336.10	6000.		.999990
.00001	5750.24	6077.		.999852E-5
0.99999	6415.22	6077.		.999990
.00001	9579.23	10000.		.100012E-4
0.99999	10432.2	10000.		.999990
.00001	16473.3	17024.		.100164E-4
0.99999	17586.2	17024.		.999990
.00001	58961.0	60000.		.999192E-5
0.99999	61050.4	60000.		.999990
.00001	65502.1	66597.		.999823E-5
0.99999	67703.3	66597.		.999990
9.95843E-6	.0	.0001		.0
0.99999004157	1.50302	.0001		.999990
9.95843E-6	.0	.0006		.0
0.99999004157	2.81283	.0006		.999990
9.95843E-6	.0	.001		.0
0.99999004157	3.21538	.001		.999990
9.95843E-6	.0	.006		.0
0.99999004157	4.69899	.006		.999990
9.95843E-6	.0	.01		.0
0.99999004157	5.14169	.01		.999990
9.95843E-6	.255072E-83	.06		.995843E-5
0.99999004157	6.81519	.06		.999990
9.95843E-6	.582526E-50	.1		.995843E-5
0.99999004157	7.36323	.1		.999990
9.95843E-6	.382080E-8	.6		.995842E-5
0.99999004157	10.1561	.6		.999990
9.95843E-6	.995848E-5	1.		.995843E-5
0.99999004157	11.5171	1.		.999990
9.95843E-6	.469448	6.		.995842E-5
0.99999004157	22.5434	6.		.999990
9.95843E-6	1.66352	10.		.995828E-5
0.99999004157	29.5282	10.		.999990
9.95843E-6	2.03988	11.		.995831E-5
0.99999004157	31.1765	11.		.999990
9.95843E-6	32.4938	60.		.995869E-5
0.99999004157	98.9255	60.		.999990
9.95843E-6	33.2214	61.		.995864E-5
0.99999004157	100.199	61.		.999990
9.95843E-6	62.9271	100.		.995853E-5
0.99999004157	148.510	100.		.999990
9.95843E-6	102.543	149.		.995776E-5
0.99999004157	206.903	149.		.999990
9.95843E-6	501.185	600.		.995828E-5
0.99999004157	710.275	600.		.999990
9.95843E-6	551.503	655.		.995760E-5
0.99999004157	769.957	655.		.999990
9.95843E-6	870.792	1000.		.995849E-5
0.99999004157	1140.67	1000.		.999990
9.95843E-6	1112.39	1258.		.995501E-5
0.99999004157	1415.07	1258.		.999990
9.95843E-6	5675.29	6000.		.996083E-5
0.99999004157	6336.18	6000.		.999990
9.95843E-6	6329.27	6672.		.995625E-5
0.99999004157	7026.19	6672.		.999990
9.95843E-6	9579.14	10000.		.995984E-5
0.99999004157	10432.3	10000.		.999990
9.95843E-6	18750.5	19338.		.995421E-5
0.99999004157	19937.0	19338.		.999990
9.95843E-6	58960.8	60000.		.995501E-5
0.99999004157	61050.6	60000.		.999990
9.95843E-6	64493.3	65580.		.995657E-5
0.99999004157	66678.2	65580.		.999990
9.E-6	.0	.0001		.0
0.999991	1.57151	.0001		.999991
9.E-6	.0	.0006		.0
0.999991	2.89166	.0006		.999991
9.E-6	.0	.001		.0
0.999991	3.29614	.001		.999991
9.E-6	.0	.006		.0
0.999991	4.78468	.006		.999991
9.E-6	.0	.01		.0
0.999991	5.22846	.01		.999991
9.E-6	.472269E-84	.06		.900000E-5
0.999991	6.90534	.06		.999991
9.E-6	.211754E-50	.1		.900000E-5
0.999991	7.45446	.1		.999991
9.E-6	.322781E-8	.6		.900001E-5
0.999991	10.2537	.6		.999991
9.E-6	.900004E-5	1.		.900000E-5
0.999991	11.6183	1.		.999991
9.E-6	.461048	6.		.899999E-5
0.999991	22.6715	6.		.999991
9.E-6	1.64388	10.		.900018E-5
0.999991	29.6709	10.		.999991
9.E-6	5.71011	19.		.899998E-5
0.999991	43.7364	19.		.999991
9.E-6	32.3791	60.		.899999E-5
0.999991	99.1678	60.		.999991
9.E-6	36.7683	66.		.900010E-5
0.999991	106.783	66.		.999991
9.E-6	62.7627	100.		.900003E-5
0.999991	148.803	100.		.999991
9.E-6	124.795	176.		.900130E-5
0.999991	238.783	176.		.999991
9.E-6	500.696	600.		.899991E-5
0.999991	710.893	600.		.999991
9.E-6	503.434	603.		.900015E-5
0.999991	714.155	603.		.999991
9.E-6	870.143	1000.		.900056E-5
0.999991	1141.45	1000.		.999991
9.E-6	1769.25	1953.		.899909E-5
0.999991	2148.34	1953.		.999991
9.E-6	5673.60	6000.		.899769E-5
0.999991	6337.99	6000.		.999991
9.E-6	6272.97	6616.		.899999E-5
0.999991	6970.62	6616.		.999991
9.E-6	9576.95	10000.		.900112E-5
0.999991	10434.6	10000.		.999991
9.E-6	17627.3	18200.		.901363E-5
0.999991	18784.3	18200.		.999991
9.E-6	58955.4	60000.		.900627E-5
0.999991	61056.2	60000.		.999991
9.E-6	61347.4	62413.		.899205E-5
0.999991	63490.1	62413.		.999991
8.73745E-6	.0	.0001		.0
0.99999126255	1.59170	.0001		.999991
8.73745E-6	.0	.0006		.0
0.99999126255	2.91480	.0006		.999991
8.73745E-6	.0	.001		.0
0.99999126255	3.31984	.001		.999991
8.73745E-6	.0	.006		.0
0.99999126255	4.80979	.006		.999991
8.73745E-6	.0	.01		.0
0.99999126255	5.25388	.01		.999991
8.73745E-6	.288332E-84	.06		.873745E-5
0.99999126255	6.93174	.06		.999991
8.73745E-6	.157490E-50	.1		.873745E-5
0.99999126255	7.48117	.1		.999991
8.73745E-6	.307240E-8	.6		.873745E-5
0.99999126255	10.2823	.6		.999991
8.73745E-6	.873749E-5	1.		.873745E-5
