p	invchi	df	pinvchi	
.0000397915	58642.9	60000	.397978E-4
0.9999602085	61376.5	60000	.999960
.0000397915	66915.7	68365	.397837E-4
0.9999602085	69833.7	68365	.999960
.00003	.141372E-8	1	.300000E-4
0.99997	17.4178	1	.999970
.00003	.114551	6	.300004E-4
0.99997	30.6165	6	.999970
.00003	.687157	10	.300000E-4
0.99997	38.5856	10	.999970
.00003	2.67185	17	.300001E-4
0.99997	50.9539	17	.999970
.00003	25.6601	60	.299990E-4
0.99997	114.332	60	.999970
.00003	31.5143	69	.300005E-4
0.99997	126.497	69	.999970
.00003	52.9850	100	.300004E-4
0.99997	167.065	100	.999970
.00003	109.752	175	.299957E-4
0.99997	260.335	175	.999970
.00003	470.936	600	.300000E-4
0.99997	749.186	600	.999970
.00003	548.208	687	.300017E-4
0.99997	845.917	687	.999970
.00003	830.515	1000	.300003E-4
0.99997	1189.61	1000	.999970
.00003	1573.90	1805	.300101E-4
0.99997	2056.24	1805	.999970
.00003	5570.45	6000	.300009E-4
0.99997	6449.69	6000	.999970
.00003	6389.38	6849	.300001E-4
0.99997	7328.76	6849	.999970
.00003	9442.54	10000	.299980E-4
0.99997	10577.6	10000	.999970
.00003	12950.2	13602	.300118E-4
0.99997	14274.0	13602	.999970
.00003	58620.0	60000	.300081E-4
0.99997	61400.2	60000	.999970
.00003	59723.1	61116	.299963E-4
0.99997	62529.0	61116	.999970
.0000212643	.710268E-9	1	.212643E-4
0.9999787357	18.0726	1	.999979
.0000212643	.101975	6	.212644E-4
0.9999787357	31.3994	6	.999979
.0000212643	.638895	10	.212643E-4
0.9999787357	39.4391	10	.999979
.0000212643	.844771	11	.212642E-4
0.9999787357	41.3157	11	.999979
.0000212643	25.1727	60	.212648E-4
0.9999787357	115.678	60	.999979
.0000212643	26.4409	62	.212636E-4
0.9999787357	118.415	62	.999979
.0000212643	52.2513	100	.212645E-4
0.9999787357	168.662	100	.999979
.0000212643	93.1494	155	.212640E-4
0.9999787357	237.797	155	.999979
.0000212643	468.571	600	.212631E-4
0.9999787357	752.420	600	.999979
.0000212643	532.313	672	.212657E-4
0.9999787357	832.680	672	.999979
.0000212643	827.342	1000	.212651E-4
0.9999787357	1193.66	1000	.999979
.0000212643	1172.61	1377	.212738E-4
0.9999787357	1602.39	1377	.999979
.0000212643	5562.06	6000	.212607E-4
0.9999787357	6458.94	6000	.999979
.0000212643	6013.87	6469	.212639E-4
0.9999787357	6945.13	6469	.999979
.0000212643	9431.59	10000	.212628E-4
0.9999787357	10589.4	10000	.999979
.0000212643	13854.4	14542	.212614E-4
0.9999787357	15250.6	14542	.999979
.0000212643	58592.5	60000	.212558E-4
0.9999787357	61428.5	60000	.999979
.0000212643	65457.7	66945	.212607E-4
0.9999787357	68453.3	66945	.999979
.00002	.628319E-9	1	.200000E-4
0.99998	18.1893	1	.999980
.00002	.998863E-1	6	.200000E-4
0.99998	31.5386	6	.999980
.00002	.630682	10	.200001E-4
0.99998	39.5907	10	.999980
.00002	2.19807	16	.200001E-4
0.99998	50.3716	16	.999980
.00002	25.0874	60	.199994E-4
0.99998	115.917	60	.999980
.00002	25.0874	60	.199994E-4
0.99998	115.917	60	.999980
.00002	52.1227	100	.199998E-4
0.99998	168.945	100	.999980
.00002	65.1443	118	.199999E-4
0.99998	191.937	118	.999980
.00002	468.155	600	.199986E-4
0.99998	752.991	600	.999980
.00002	538.087	679	.200012E-4
0.99998	841.061	679	.999980
.00002	826.783	1000	.199994E-4
0.99998	1194.37	1000	.999980
.00002	1106.57	1306	.200092E-4
0.99998	1526.59	1306	.999980
.00002	5560.59	6000	.200024E-4
0.99998	6460.57	6000	.999980
.00002	6349.86	6819	.199980E-4
0.99998	7309.30	6819	.999980
.00002	9429.66	10000	.199979E-4
0.99998	10591.5	10000	.999980
.00002	14601.8	15310	.199976E-4
0.99998	16039.4	15310	.999980
.00002	58587.7	60000	.200012E-4
0.99998	61433.5	60000	.999980
.00002	67572.7	69089	.199943E-4
0.99998	70626.4	69089	.999980
.0000121261	.230974E-9	1	.121261E-4
0.9999878739	19.1433	1	.999988
.0000121261	.843781E-1	6	.121261E-4
0.9999878739	32.6718	6	.999988
.0000121261	.567654	10	.121261E-4
0.9999878739	40.8234	10	.999988
.0000121261	.757713	11	.121261E-4
0.9999878739	42.7248	11	.999988
.0000121261	24.4090	60	.121259E-4
0.9999878739	117.846	60	.999988
.0000121261	24.4090	60	.121259E-4
0.9999878739	117.846	60	.999988
.0000121261	51.0960	100	.121258E-4
0.9999878739	171.229	100	.999988
.0000121261	106.157	174	.121265E-4
0.9999878739	264.213	174	.999988
.0000121261	464.817	600	.121259E-4
0.9999878739	757.595	600	.999988
.0000121261	470.967	607	.121253E-4
0.9999878739	765.445	607	.999988
.0000121261	822.298	1000	.121259E-4
0.9999878739	1200.12	1000	.999988
.0000121261	1477.95	1714	.121249E-4
0.9999878739	1972.47	1714	.999988
.0000121261	5548.71	6000	.121265E-4
0.9999878739	6473.72	6000	.999988
.0000121261	6134.81	6609	.121267E-4
0.9999878739	7105.62	6609	.999988
.0000121261	9414.15	10000	.121272E-4
0.9999878739	10608.3	10000	.999988
.0000121261	13781.5	14489	.121141E-4
0.9999878739	15218.9	14489	.999988
.0000121261	58548.8	60000	.121295E-4
0.9999878739	61473.7	60000	.999988
.0000121261	61755.7	63246	.121198E-4
0.9999878739	64758.7	63246	.999988
.00001	.157080E-9	1	.100000E-4
0.99999	19.5114	1	.999990
.00001	.790743E-1	6	.999999E-5
0.99999	33.1071	6	.999990
.00001	.545170	10	.100000E-4
0.99999	41.2962	10	.999990
.00001	1.99310	16	.999997E-5
0.99999	52.2450	16	.999990
.00001	24.1555	60	.999976E-5
0.99999	118.581	60	.999990
.00001	29.1800	68	.100000E-4
0.99999	129.578	68	.999990
.00001	50.7109	100	.999981E-5
0.99999	172.099	100	.999990
.00001	121.152	194	.100001E-4
0.99999	289.711	194	.999990
.00001	463.557	600	.100001E-4
0.99999	759.344	600	.999990
.00001	528.721	674	.100003E-4
0.99999	842.182	674	.999990
.00001	820.604	1000	.100004E-4
0.99999	1202.30	1000	.999990
.00001	1253.79	1474	.999654E-5
0.99999	1717.12	1474	.999990
.00001	5544.21	6000	.999792E-5
0.99999	6478.70	6000	.999990
.00001	5618.23	6077	.100013E-4
0.99999	6558.69	6077	.999990
.00001	9408.27	10000	.999840E-5
0.99999	10614.6	10000	.999990
.00001	16248.5	17024	.100079E-4
0.99999	17822.4	17024	.999990
.00001	58534.0	60000	.999440E-5
0.99999	61488.9	60000	.999990
.00001	65051.9	66597	.999490E-5
0.99999	68165.0	66597	.999990
9.95843E-6	.155776E-9	1	.995842E-5
0.99999004157	19.5194	1	.999990
9.95843E-6	.789635E-1	6	.995842E-5
0.99999004157	33.1165	6	.999990
9.95843E-6	.544694	10	.995842E-5
0.99999004157	41.3064	10	.999990
9.95843E-6	.729488	11	.995843E-5
0.99999004157	43.2163	11	.999990
9.95843E-6	24.1501	60	.995842E-5
0.99999004157	118.597	60	.999990
9.95843E-6	24.7680	61	.995839E-5
0.99999004157	119.982	61	.999990
9.95843E-6	50.7027	100	.995854E-5
0.99999004157	172.118	100	.999990
9.95843E-6	86.4788	149	.995842E-5
0.99999004157	234.378	149	.999990
9.95843E-6	463.530	600	.995867E-5
0.99999004157	759.382	600	.999990
9.95843E-6	511.913	655	.995872E-5
0.99999004157	821.000	655	.999990
9.95843E-6	820.567	1000	.995816E-5
0.99999004157	1202.35	1000	.999990
9.95843E-6	1055.38	1258	.995634E-5
0.99999004157	1483.54	1258	.999990
9.95843E-6	5544.12	6000	.995920E-5
0.99999004157	6478.81	6000	.999990
9.95843E-6	6190.65	6672	.995985E-5
0.99999004157	7176.28	6672	.999990
9.95843E-6	9408.15	10000	.995890E-5
0.99999004157	10614.8	10000	.999990
9.95843E-6	18510.5	19338	.995561E-5
0.99999004157	20188.4	19338	.999990
9.95843E-6	58533.7	60000	.995506E-5
0.99999004157	61489.2	60000	.999990
9.95843E-6	64046.5	65580	.995347E-5
0.99999004157	67136.4	65580	.999990
9.E-6	.127235E-9	1	.900002E-5
0.999991	19.7127	1	.999991
9.E-6	.763192E-1	6	.900000E-5
0.999991	33.3447	6	.999991
9.E-6	.533277	10	.900004E-5
0.999991	41.5541	10	.999991
9.E-6	2.93416	19	.900009E-5
0.999991	57.6662	19	.999991
9.E-6	24.0188	60	.900022E-5
0.999991	118.982	60	.999991
9.E-6	27.7587	66	.900020E-5
0.999991	127.259	66	.999991
9.E-6	50.5028	100	.899994E-5
0.999991	172.572	100	.999991
9.E-6	106.814	176	.900070E-5
0.999991	268.310	176	.999991
9.E-6	462.874	600	.899993E-5
0.999991	760.294	600	.999991
9.E-6	465.504	603	.900060E-5
0.999991	763.665	603	.999991
9.E-6	819.685	1000	.899986E-5
0.999991	1203.49	1000	.999991
9.E-6	1696.49	1953	.900008E-5
0.999991	2232.69	1953	.999991
9.E-6	5541.78	6000	.900120E-5
0.999991	6481.41	6000	.999991
9.E-6	6134.25	6616	.899859E-5
0.999991	7120.93	6616	.999991
9.E-6	9405.09	10000	.900024E-5
0.999991	10618.1	10000	.999991
9.E-6	17393.4	18200	.900037E-5
0.999991	19029.8	18200	.999991
9.E-6	58526.0	60000	.899438E-5
0.999991	61497.1	60000	.999991
9.E-6	60909.5	62413	.900344E-5
0.999991	63939.7	62413	.999991
8.73745E-6	.119919E-9	1	.873744E-5
0.99999126255	19.7693	1	.999991
8.73745E-6	.755626E-1	6	.873745E-5
0.99999126255	33.4114	6	.999991
8.73745E-6	.529984	10	.873747E-5
0.99999126255	41.6265	10	.999991
8.73745E-6	.529984	10	.873747E-5
0.99999126255	41.6265	10	.999991
8.73745E-6	23.9806	60	.873771E-5
0.99999126255	119.094	60	.999991
8.73745E-6	25.2144	62	.873726E-5
0.99999126255	121.866	62	.999991
8.73745E-6	50.4446	100	.873734E-5
0.99999126255	172.705	100	.999991
8.73745E-6	114.478	186	.873685E-5
0.99999126255	280.723	186	.999991
8.73745E-6	462.683	600	.873759E-5
0.99999126255	760.560	600	.999991
8.73745E-6	509.258	653	.873730E-5
0.99999126255	819.987	653	.999991
8.73745E-6	819.428	1000	.873747E-5
0.99999126255	1203.82	1000	.999991
8.73745E-6	1233.92	1454	.873917E-5
0.99999126255	1697.34	1454	.999991
8.73745E-6	5541.09	6000	.873586E-5
0.99999126255	6482.17	6000	.999991
8.73745E-6	5860.25	6332	.873596E-5
0.99999126255	6827.01	6332	.999991
8.73745E-6	9404.20	10000	.873831E-5
0.99999126255	10619.1	10000	.999991
8.73745E-6	12649.1	13339	.874019E-5
0.99999126255	14052.2	13339	.999991
8.73745E-6	58523.8	60000	.873653E-5
0.99999126255	61499.5	60000	.999991
8.73745E-6	58885.3	60366	.874009E-5
0.99999126255	61870.0	60366	.999991
8.E-6	.100531E-9	1	.800000E-5
0.999992	19.9379	1	.999992
8.E-6	.733537E-1	6	.799999E-5
0.999992	33.6101	6	.999992
8.E-6	.520302	10	.800001E-5
0.999992	41.8420	10	.999992
8.E-6	1.12939	13	.799986E-5
0.999992	47.4850	13	.999992
8.E-6	23.8673	60	.799976E-5
0.999992	119.428	60	.999992
8.E-6	28.2251	67	.799997E-5
0.999992	129.091	67	.999992
8.E-6	50.2721	100	.800008E-5
0.999992	173.100	100	.999992
8.E-6	57.3181	110	.799999E-5
0.999992	186.064	110	.999992
8.E-6	462.115	600	.799940E-5
0.999992	761.352	600	.999992
8.E-6	485.794	627	.800045E-5
0.999992	791.674	627	.999992
8.E-6	818.665	1000	.800043E-5
0.999992	1204.81	1000	.999992
8.E-6	1582.49	1832	.800008E-5
0.999992	2104.99	1832	.999992
8.E-6	5539.07	6000	.800112E-5
0.999992	6484.42	6000	.999992
8.E-6	6266.18	6756	.800079E-5
0.999992	7269.31	6756	.999992
8.E-6	9401.55	10000	.800066E-5
0.999992	10621.9	10000	.999992
8.E-6	13112.5	13818	.800647E-5
0.999992	14547.0	13818	.999992
8.E-6	58517.2	60000	.800456E-5
0.999992	61506.3	60000	.999992
8.E-6	66211.1	67788	.799810E-5
0.999992	69388.4	67788	.999992
7.40902E-6	.862266E-10	1	.740902E-5
0.99999259098	20.0846	1	.999993
7.40902E-6	.714844E-1	6	.740902E-5
0.99999259098	33.7829	6	.999993
7.40902E-6	.512026	10	.740903E-5
0.99999259098	42.0294	10	.999993
7.40902E-6	2.21316	17	.740898E-5
0.99999259098	54.7886	17	.999993
7.40902E-6	23.7695	60	.740908E-5
0.99999259098	119.718	60	.999993
7.40902E-6	28.1174	67	.740922E-5
0.99999259098	129.391	67	.999993
7.40902E-6	50.1228	100	.740893E-5
0.99999259098	173.442	100	.999993
7.40902E-6	109.326	180	.740891E-5
0.99999259098	274.291	180	.999993
7.40902E-6	461.624	600	.740911E-5
0.99999259098	762.038	600	.999993
7.40902E-6	468.628	608	.740884E-5
0.99999259098	771.034	608	.999993
7.40902E-6	818.003	1000	.740900E-5
0.99999259098	1205.67	1000	.999993
7.40902E-6	1623.36	1877	.740776E-5
0.99999259098	2154.31	1877	.999993
7.40902E-6	5537.31	6000	.740920E-5
0.99999259098	6486.37	6000	.999993
7.40902E-6	6040.06	6523	.740769E-5
0.99999259098	7029.62	6523	.999993
7.40902E-6	9399.25	10000	.740880E-5
0.99999259098	10624.4	10000	.999993
7.40902E-6	17329.7	18143	.740325E-5
0.99999259098	18979.9	18143	.999993
7.40902E-6	58511.4	60000	.740986E-5
0.99999259098	61512.3	60000	.999993
7.40902E-6	59377.5	60877	.741239E-5
0.99999259098	62400.2	60877	.999993
7.E-6	.769690E-10	1	.700000E-5
0.999993	20.1932	1	.999993
7.E-6	.701321E-1	6	.699999E-5
0.999993	33.9106	6	.999993
7.E-6	.505990	10	.699997E-5
0.999993	42.1679	10	.999993
7.E-6	.881748	12	.700002E-5
0.999993	45.9777	12	.999993
7.E-6	23.6975	60	.700004E-5
0.999993	119.933	60	.999993
7.E-6	25.5403	63	.699979E-5
0.999993	124.099	63	.999993
7.E-6	50.0129	100	.699992E-5
0.999993	173.695	100	.999993
7.E-6	85.5523	149	.699991E-5
0.999993	236.195	149	.999993
7.E-6	461.262	600	.700050E-5
0.999993	762.544	600	.999993
7.E-6	480.531	622	.700004E-5
0.999993	787.276	622	.999993
7.E-6	817.515	1000	.699977E-5
0.999993	1206.30	1000	.999993
7.E-6	832.872	1017	.699986E-5
0.999993	1224.94	1017	.999993
7.E-6	5536.01	6000	.699898E-5
0.999993	6487.81	6000	.999993
7.E-6	5554.26	6019	.699982E-5
0.999993	6507.56	6019	.999993
7.E-6	9397.56	10000	.700072E-5
0.999993	10626.3	10000	.999993
7.E-6	17320.6	18136	.700261E-5
0.999993	18975.2	18136	.999993
7.E-6	58507.1	60000	.699640E-5
0.999993	61516.7	60000	.999993
7.E-6	63649.2	65206	.699861E-5
0.999993	66786.6	65206	.999993
6.78009E-6	.722089E-10	1	.678009E-5
0.99999321991	20.2543	1	.999993
6.78009E-6	.693834E-1	6	.678009E-5
0.99999321991	33.9825	6	.999993
6.78009E-6	.502631	10	.678011E-5
0.99999321991	42.2457	10	.999993
6.78009E-6	1.88764	16	.678016E-5
0.99999321991	53.2857	16	.999993
6.78009E-6	23.6572	60	.678022E-5
0.99999321991	120.053	60	.999993
6.78009E-6	24.8815	62	.677988E-5
0.99999321991	122.835	62	.999993
6.78009E-6	49.9513	100	.677992E-5
0.99999321991	173.838	100	.999993
6.78009E-6	86.9699	151	.678001E-5
0.99999321991	238.859	151	.999993
6.78009E-6	461.058	600	.677971E-5
0.99999321991	762.829	600	.999993
6.78009E-6	537.513	687	.677987E-5
0.99999321991	860.376	687	.999993
6.78009E-6	817.242	1000	.678027E-5
0.99999321991	1206.65	1000	.999993
6.78009E-6	1374.03	1609	.677728E-5
0.99999321991	1867.86	1609	.999993
6.78009E-6	5535.29	6000	.678117E-5
0.99999321991	6488.62	6000	.999993
6.78009E-6	5843.70	6321	.677879E-5
0.99999321991	6822.20	6321	.999993
6.78009E-6	9396.61	10000	.678082E-5
0.99999321991	10627.3	10000	.999993
6.78009E-6	15772.3	16552	.677956E-5
0.99999321991	17355.6	16552	.999993
6.78009E-6	58504.8	60000	.678437E-5
0.99999321991	61519.2	60000	.999993
6.78009E-6	64424.3	65993	.678237E-5
0.99999321991	67585.6	65993	.999993
6.E-6	.565487E-10	1	.600000E-5
0.999994	20.4882	1	.999994
6.E-6	.665901E-1	6	.600001E-5
0.999994	34.2573	6	.999994
6.E-6	.489978	10	.599997E-5
0.999994	42.5435	10	.999994
6.E-6	.857934	12	.600002E-5
0.999994	46.3660	12	.999994
6.E-6	23.5038	60	.600006E-5
0.999994	120.513	60	.999994
6.E-6	27.8247	67	.600011E-5
0.999994	130.213	67	.999994
6.E-6	49.7169	100	.600003E-5
0.999994	174.380	100	.999994
6.E-6	118.769	193	.600058E-5
0.999994	291.387	193	.999994
6.E-6	460.284	600	.600038E-5
0.999994	763.914	600	.999994
6.E-6	519.051	667	.600028E-5
0.999994	839.149	667	.999994
6.E-6	816.199	1000	.600021E-5
0.999994	1208.01	1000	.999994
6.E-6	1372.67	1609	.599920E-5
0.999994	1869.54	1609	.999994
6.E-6	5532.51	6000	.599918E-5
0.999994	6491.70	6000	.999994
6.E-6	5533.47	6001	.599916E-5
0.999994	6492.74	6001	.999994
6.E-6	9392.98	10000	.599959E-5
0.999994	10631.2	10000	.999994
6.E-6	17613.4	18442	.600697E-5
0.999994	19294.9	18442	.999994
6.E-6	58495.7	60000	.600398E-5
0.999994	61528.6	60000	.999994
6.E-6	65537.1	67129	.600073E-5
0.999994	68745.1	67129	.999994
5.75787E-6	.520767E-10	1	.575787E-5
0.99999424213	20.5670	1	.999994
5.75787E-6	.656745E-1	6	.575787E-5
0.99999424213	34.3498	6	.999994
5.75787E-6	.485790	10	.575788E-5
0.99999424213	42.6437	10	.999994
5.75787E-6	2.14036	17	.575791E-5
0.99999424213	55.4700	17	.999994
5.75787E-6	23.4525	60	.575810E-5
0.99999424213	120.667	60	.999994
5.75787E-6	23.4525	60	.575810E-5
0.99999424213	120.667	60	.999994
5.75787E-6	49.6383	100	.575772E-5
0.99999424213	174.563	100	.999994
5.75787E-6	113.986	187	.575732E-5
0.99999424213	284.271	187	.999994
5.75787E-6	460.024	600	.575817E-5
0.99999424213	764.279	600	.999994
5.75787E-6	462.645	603	.575810E-5
0.99999424213	767.658	603	.999994
5.75787E-6	815.849	1000	.575808E-5
0.99999424213	1208.46	1000	.999994
5.75787E-6	1374.98	1612	.575671E-5
0.99999424213	1873.33	1612	.999994
5.75787E-6	5531.58	6000	.575731E-5
0.99999424213	6492.74	6000	.999994
5.75787E-6	6313.06	6813	.575689E-5
0.99999424213	7337.26	6813	.999994
5.75787E-6	9391.77	10000	.575881E-5
0.99999424213	10632.6	10000	.999994
5.75787E-6	15495.7	16275	.575463E-5
0.99999424213	17078.6	16275	.999994
5.75787E-6	58492.6	60000	.575826E-5
0.99999424213	61531.7	60000	.999994
5.75787E-6	67331.2	68948	.575609E-5
0.99999424213	70589.1	68948	.999994
5.E-6	.392699E-10	1	.500000E-5
0.999995	20.8373	1	.999995
5.E-6	.626327E-1	6	.500000E-5
0.999995	34.6667	6	.999995
5.E-6	.471719	10	.499998E-5
0.999995	42.9869	10	.999995
5.E-6	1.28010	14	.499988E-5
0.999995	50.5176	14	.999995
5.E-6	23.2779	60	.500003E-5
0.999995	121.196	60	.999995
5.E-6	26.9531	66	.500001E-5
0.999995	129.540	66	.999995
5.E-6	49.3710	100	.499996E-5
0.999995	175.186	100	.999995
5.E-6	65.6143	123	.499993E-5
0.999995	204.966	123	.999995
5.E-6	459.138	600	.500035E-5
0.999995	765.524	600	.999995
5.E-6	487.115	632	.499980E-5
0.999995	801.547	632	.999995
5.E-6	814.655	1000	.499986E-5
0.999995	1210.01	1000	.999995
5.E-6	1064.16	1275	.500102E-5
0.999995	1510.51	1275	.999995
5.E-6	5528.41	6000	.500073E-5
0.999995	6496.27	6000	.999995
5.E-6	5768.43	6250	.500000E-5
0.999995	6756.25	6250	.999995
5.E-6	9387.61	10000	.499928E-5
0.999995	10637.1	10000	.999995
5.E-6	17954.8	18799	.499877E-5
0.999995	19667.9	18799	.999995
5.E-6	58482.2	60000	.500208E-5
0.999995	61542.5	60000	.999995
5.E-6	63173.7	64751	.499721E-5
0.999995	66352.9	64751	.999995
4.95681E-6	.385944E-10	1	.495681E-5
0.99999504319	20.8539	1	.999995
4.95681E-6	.624504E-1	6	.495680E-5
0.99999504319	34.6861	6	.999995
4.95681E-6	.470868	10	.495679E-5
0.99999504319	43.0079	10	.999995
4.95681E-6	1.27838	14	.495673E-5
0.99999504319	50.5401	14	.999995
4.95681E-6	23.2672	60	.495670E-5
0.99999504319	121.228	60	.999995
4.95681E-6	23.2672	60	.495670E-5
0.99999504319	121.228	60	.999995
4.95681E-6	49.3547	100	.495689E-5
0.99999504319	175.224	100	.999995
4.95681E-6	104.312	175	.495603E-5
0.99999504319	270.320	175	.999995
4.95681E-6	459.083	600	.495656E-5
0.99999504319	765.600	600	.999995
4.95681E-6	460.829	602	.495703E-5
0.99999504319	767.855	602	.999995
4.95681E-6	814.582	1000	.495671E-5
0.99999504319	1210.11	1000	.999995
4.95681E-6	908.567	1104	.495681E-5
0.99999504319	1324.13	1104	.999995
4.95681E-6	5528.21	6000	.495632E-5
0.99999504319	6496.49	6000	.999995
4.95681E-6	6468.25	6978	.495632E-5
0.99999504319	7512.45	6978	.999995
4.95681E-6	9387.36	10000	.495681E-5
0.99999504319	10637.3	10000	.999995
4.95681E-6	12948.7	13667	.495493E-5
0.99999504319	14410.0	13667	.999995
4.95681E-6	58481.5	60000	.495474E-5
0.99999504319	61543.2	60000	.999995
4.95681E-6	64487.8	66082	.495567E-5
0.99999504319	67700.9	66082	.999995
4.E-6	.251327E-10	1	.400000E-5
0.999996	21.2648	1	.999996
4.E-6	.581102E-1	6	.399999E-5
0.999996	35.1670	6	.999996
4.E-6	.450331	10	.399999E-5
0.999996	43.5282	10	.999996
4.E-6	1.48610	15	.400002E-5
0.999996	52.9042	15	.999996
4.E-6	23.0060	60	.399993E-5
0.999996	122.028	60	.999996
4.E-6	26.6572	66	.400002E-5
0.999996	130.396	66	.999996
4.E-6	48.9538	100	.399997E-5
0.999996	176.167	100	.999996
4.E-6	80.4221	144	.400000E-5
0.999996	232.738	144	.999996
4.E-6	457.750	600	.399984E-5
0.999996	767.479	600	.999996
4.E-6	513.720	664	.400003E-5
0.999996	839.511	664	.999996
4.E-6	812.786	1000	.400002E-5
0.999996	1212.45	1000	.999996
4.E-6	1384.80	1627	.400095E-5
0.999996	1894.45	1627	.999996
4.E-6	5523.43	6000	.400015E-5
0.999996	6501.82	6000	.999996
4.E-6	5659.68	6142	.400078E-5
0.999996	6649.57	6142	.999996
4.E-6	9381.11	10000	.400044E-5
0.999996	10644.1	10000	.999996
4.E-6	13067.9	13797	.400529E-5
0.999996	14551.4	13797	.999996
4.E-6	58465.8	60000	.399882E-5
0.999996	61559.4	60000	.999996
4.E-6	65128.2	66747	.400151E-5
0.999996	68391.1	66747	.999996
3.02807E-6	.144030E-10	1	.302807E-5
0.99999697193	21.7987	1	.999997
3.02807E-6	.529266E-1	6	.302808E-5
0.99999697193	35.7901	6	.999997
3.02807E-6	.425053	10	.302807E-5
0.99999697193	44.2017	10	.999997
3.02807E-6	1.42703	15	.302803E-5
0.99999697193	53.6303	15	.999997
3.02807E-6	22.6737	60	.302795E-5
0.99999697193	123.059	60	.999997
3.02807E-6	26.9092	67	.302809E-5
0.99999697193	132.847	67	.999997
3.02807E-6	48.4425	100	.302806E-5
0.99999697193	177.381	100	.999997
3.02807E-6	79.7485	144	.302802E-5
0.99999697193	234.117	144	.999997
3.02807E-6	456.042	600	.302783E-5
0.99999697193	769.895	600	.999997
3.02807E-6	504.026	655	.302813E-5
0.99999697193	831.914	655	.999997
3.02807E-6	810.484	1000	.302821E-5
0.99999697193	1215.46	1000	.999997
3.02807E-6	1665.48	1934	.302822E-5
0.99999697193	2228.47	1934	.999997
3.02807E-6	5517.29	6000	.302780E-5
0.99999697193	6508.67	6000	.999997
3.02807E-6	6049.88	6555	.302821E-5
0.99999697193	7086.08	6555	.999997
3.02807E-6	9373.08	10000	.302785E-5
