p	invt	df	pinvt
0.9999787357	4.11154	1000	.999979
.0000212643	-4.11154	1000	.212639E-4
0.9999787357	4.10653	1377	.999979
.0000212643	-4.10653	1377	.212641E-4
0.9999787357	4.09633	6000	.999979
.0000212643	-4.09633	6000	.212639E-4
0.9999787357	4.09611	6469	.999979
.0000212643	-4.09611	6469	.212639E-4
0.9999787357	4.09511	10000	.999979
.0000212643	-4.09511	10000	.212645E-4
0.9999787357	4.09454	14542	.999979
.0000212643	-4.09454	14542	.212647E-4
0.9999787357	4.09360	60000	.999979
.0000212643	-4.09360	60000	.212641E-4
0.9999787357	4.09357	66945	.999979
.0000212643	-4.09357	66945	.212640E-4
0.99998	15915.5	1	.999980
.00002	-15915.5	1	.200000E-4
0.99998	10.6686	6	.999980
.00002	-10.6686	6	.199998E-4
0.99998	6.93903	10	.999980
.00002	-6.93903	10	.200001E-4
0.99998	5.59835	16	.999980
.00002	-5.59835	16	.199999E-4
0.99998	4.43453	60	.999980
.00002	-4.43453	60	.200000E-4
0.99998	4.43453	60	.999980
.00002	-4.43453	60	.200000E-4
0.99998	4.29847	100	.999980
.00002	-4.29847	100	.200002E-4
0.99998	4.26835	118	.999980
.00002	-4.26835	118	.199998E-4
0.99998	4.13827	600	.999980
.00002	-4.13827	600	.199998E-4
0.99998	4.13467	679	.999980
.00002	-4.13467	679	.199996E-4
0.99998	4.12590	1000	.999980
.00002	-4.12590	1000	.200003E-4
0.99998	4.12157	1306	.999980
.00002	-4.12157	1306	.200003E-4
0.99998	4.11054	6000	.999980
.00002	-4.11054	6000	.200000E-4
0.99998	4.11017	6819	.999980
.00002	-4.11017	6819	.200002E-4
0.99998	4.10932	10000	.999980
.00002	-4.10932	10000	.199996E-4
0.99998	4.10868	15310	.999980
.00002	-4.10868	15310	.199999E-4
0.99998	4.10779	60000	.999980
.00002	-4.10779	60000	.199996E-4
0.99998	4.10775	69089	.999980
.00002	-4.10775	69089	.199996E-4
0.9999878739	26250.0	1	.999988
.0000121261	-26250.0	1	.121261E-4
0.9999878739	11.6373	6	.999988
.0000121261	-11.6373	6	.121259E-4
0.9999878739	7.36002	10	.999988
.0000121261	-7.36002	10	.121261E-4
0.9999878739	6.94930	11	.999988
.0000121261	-6.94930	11	.121261E-4
0.9999878739	4.57689	60	.999988
.0000121261	-4.57689	60	.121261E-4
0.9999878739	4.57689	60	.999988
.0000121261	-4.57689	60	.121261E-4
0.9999878739	4.42882	100	.999988
.0000121261	-4.42882	100	.121259E-4
0.9999878739	4.33859	174	.999988
.0000121261	-4.33859	174	.121262E-4
0.9999878739	4.25499	600	.999988
.0000121261	-4.25499	600	.121260E-4
0.9999878739	4.25460	607	.999988
.0000121261	-4.25460	607	.121261E-4
0.9999878739	4.24160	1000	.999988
.0000121261	-4.24160	1000	.121259E-4
0.9999878739	4.23327	1714	.999988
.0000121261	-4.23327	1714	.121259E-4
0.9999878739	4.22496	6000	.999988
.0000121261	-4.22496	6000	.121262E-4
0.9999878739	4.22466	6609	.999988
.0000121261	-4.22466	6609	.121259E-4
0.9999878739	4.22364	10000	.999988
.0000121261	-4.22364	10000	.121259E-4
0.9999878739	4.22302	14489	.999988
.0000121261	-4.22302	14489	.121261E-4
0.9999878739	4.22198	60000	.999988
.0000121261	-4.22198	60000	.121261E-4
0.9999878739	4.22196	63246	.999988
.0000121261	-4.22196	63246	.121262E-4
0.99999	31831.0	1	.999990
.00001	-31831.0	1	.100000E-4
0.99999	12.0317	6	.999990
.00001	-12.0317	6	.999977E-5
0.99999	7.52695	10	.999990
.00001	-7.52695	10	.100000E-4
0.99999	5.95944	16	.999990
.00001	-5.95944	16	.100000E-4
0.99999	4.63125	60	.999990
.00001	-4.63125	60	.100001E-4
0.99999	4.58539	68	.999990
.00001	-4.58539	68	.100001E-4
0.99999	4.47843	100	.999990
.00001	-4.47843	100	.999988E-5
0.99999	4.37269	194	.999990
.00001	-4.37269	194	.100001E-4
0.99999	4.29923	600	.999990
.00001	-4.29923	600	.100001E-4
0.99999	4.29544	674	.999990
.00001	-4.29544	674	.999993E-5
0.99999	4.28544	1000	.999990
.00001	-4.28544	1000	.999990E-5
0.99999	4.27881	1474	.999990
.00001	-4.27881	1474	.100001E-4
0.99999	4.26830	6000	.999990
.00001	-4.26830	6000	.100001E-4
0.99999	4.26826	6077	.999990
.00001	-4.26826	6077	.100000E-4
0.99999	4.26694	10000	.999990
.00001	-4.26694	10000	.999990E-5
0.99999	4.26609	17024	.999990
.00001	-4.26609	17024	.100001E-4
0.99999	4.26523	60000	.999990
.00001	-4.26523	60000	.100001E-4
0.99999	4.26520	66597	.999990
.00001	-4.26520	66597	.999991E-5
0.99999004157	31963.9	1	.999990
9.95843E-6	-31963.9	1	.995842E-5
0.99999004157	12.0403	6	.999990
9.95843E-6	-12.0403	6	.995848E-5
0.99999004157	7.53059	10	.999990
9.95843E-6	-7.53059	10	.995844E-5
0.99999004157	7.10058	11	.999990
9.95843E-6	-7.10058	11	.995840E-5
0.99999004157	4.63242	60	.999990
9.95843E-6	-4.63242	60	.995857E-5
0.99999004157	4.62598	61	.999990
9.95843E-6	-4.62598	61	.995853E-5
0.99999004157	4.47950	100	.999990
9.95843E-6	-4.47950	100	.995825E-5
0.99999004157	4.40721	149	.999990
9.95843E-6	-4.40721	149	.995844E-5
0.99999004157	4.30018	600	.999990
9.95843E-6	-4.30018	600	.995862E-5
0.99999004157	4.29728	655	.999990
9.95843E-6	-4.29728	655	.995844E-5
0.99999004157	4.28638	1000	.999990
9.95843E-6	-4.28638	1000	.995846E-5
0.99999004157	4.28215	1258	.999990
9.95843E-6	-4.28215	1258	.995843E-5
0.99999004157	4.26924	6000	.999990
9.95843E-6	-4.26924	6000	.995822E-5
0.99999004157	4.26889	6672	.999990
9.95843E-6	-4.26889	6672	.995849E-5
0.99999004157	4.26787	10000	.999990
9.95843E-6	-4.26787	10000	.995838E-5
0.99999004157	4.26688	19338	.999990
9.95843E-6	-4.26688	19338	.995842E-5
0.99999004157	4.26616	60000	.999990
9.95843E-6	-4.26616	60000	.995852E-5
0.99999004157	4.26613	65580	.999990
9.95843E-6	-4.26613	65580	.995856E-5
0.999991	35367.8	1	.999991
9.E-6	-35367.8	1	.899999E-5
0.999991	12.2524	6	.999991
9.E-6	-12.2524	6	.900011E-5
0.999991	7.61934	10	.999991
9.E-6	-7.61934	10	.900004E-5
0.999991	5.67543	19	.999991
9.E-6	-5.67543	19	.900000E-5
0.999991	4.66086	60	.999991
9.E-6	-4.66086	60	.899986E-5
0.999991	4.62473	66	.999991
9.E-6	-4.62473	66	.900014E-5
0.999991	4.50541	100	.999991
9.E-6	-4.50541	100	.899987E-5
0.999991	4.40939	176	.999991
9.E-6	-4.40939	176	.899996E-5
0.999991	4.32325	600	.999991
9.E-6	-4.32325	600	.900004E-5
0.999991	4.32308	603	.999991
9.E-6	-4.32308	603	.899984E-5
0.999991	4.30923	1000	.999991
9.E-6	-4.30923	1000	.900014E-5
0.999991	4.29902	1953	.999991
9.E-6	-4.29902	1953	.900016E-5
0.999991	4.29182	6000	.999991
9.E-6	-4.29182	6000	.900015E-5
0.999991	4.29150	6616	.999991
9.E-6	-4.29150	6616	.900002E-5
0.999991	4.29044	10000	.999991
9.E-6	-4.29044	10000	.899985E-5
0.999991	4.28950	18200	.999991
9.E-6	-4.28950	18200	.899996E-5
0.999991	4.28870	60000	.999991
9.E-6	-4.28870	60000	.900012E-5
0.999991	4.28869	62413	.999991
9.E-6	-4.28869	62413	.899998E-5
0.99999126255	36430.5	1	.999991
8.73745E-6	-36430.5	1	.873746E-5
0.99999126255	12.3151	6	.999991
8.73745E-6	-12.3151	6	.873761E-5
0.99999126255	7.64545	10	.999991
8.73745E-6	-7.64545	10	.873749E-5
0.99999126255	7.64545	10	.999991
8.73745E-6	-7.64545	10	.873749E-5
0.99999126255	4.66916	60	.999991
8.73745E-6	-4.66916	60	.873748E-5
0.99999126255	4.65623	62	.999991
8.73745E-6	-4.65623	62	.873736E-5
0.99999126255	4.51297	100	.999991
8.73745E-6	-4.51297	100	.873747E-5
0.99999126255	4.40982	186	.999991
8.73745E-6	-4.40982	186	.873743E-5
0.99999126255	4.32998	600	.999991
8.73745E-6	-4.32998	600	.873743E-5
0.99999126255	4.32712	653	.999991
8.73745E-6	-4.32712	653	.873730E-5
0.99999126255	4.31590	1000	.999991
8.73745E-6	-4.31590	1000	.873742E-5
0.99999126255	4.30933	1454	.999991
8.73745E-6	-4.30933	1454	.873754E-5
0.99999126255	4.29841	6000	.999991
8.73745E-6	-4.29841	6000	.873752E-5
0.99999126255	4.29823	6332	.999991
8.73745E-6	-4.29823	6332	.873742E-5
0.99999126255	4.29702	10000	.999991
8.73745E-6	-4.29702	10000	.873738E-5
0.99999126255	4.29650	13339	.999991
8.73745E-6	-4.29650	13339	.873726E-5
0.99999126255	4.29528	60000	.999991
8.73745E-6	-4.29528	60000	.873735E-5
0.99999126255	4.29528	60366	.999991
8.73745E-6	-4.29528	60366	.873726E-5
0.999992	39788.7	1	.999992
8.E-6	-39788.7	1	.800001E-5
0.999992	12.5037	6	.999992
8.E-6	-12.5037	6	.800000E-5
0.999992	7.72361	10	.999992
8.E-6	-7.72361	10	.799999E-5
0.999992	6.64512	13	.999992
8.E-6	-6.64512	13	.800000E-5
0.999992	4.69386	60	.999992
8.E-6	-4.69386	60	.800007E-5
0.999992	4.65159	67	.999992
8.E-6	-4.65159	67	.800004E-5
0.999992	4.53546	100	.999992
8.E-6	-4.53546	100	.799986E-5
0.999992	4.51456	110	.999992
8.E-6	-4.51456	110	.800003E-5
0.999992	4.34997	600	.999992
8.E-6	-4.34997	600	.799989E-5
0.999992	4.34843	627	.999992
8.E-6	-4.34843	627	.799989E-5
0.999992	4.33570	1000	.999992
8.E-6	-4.33570	1000	.799997E-5
0.999992	4.32603	1832	.999992
8.E-6	-4.32603	1832	.799988E-5
0.999992	4.31798	6000	.999992
8.E-6	-4.31798	6000	.799999E-5
0.999992	4.31758	6756	.999992
8.E-6	-4.31758	6756	.800016E-5
0.999992	4.31657	10000	.999992
8.E-6	-4.31657	10000	.799991E-5
0.999992	4.31598	13818	.999992
8.E-6	-4.31598	13818	.800009E-5
0.999992	4.31480	60000	.999992
8.E-6	-4.31480	60000	.800013E-5
0.999992	4.31476	67788	.999992
8.E-6	-4.31476	67788	.800011E-5
0.99999259098	42962.5	1	.999993
7.40902E-6	-42962.5	1	.740902E-5
0.99999259098	12.6700	6	.999993
7.40902E-6	-12.6700	6	.740904E-5
0.99999259098	7.79211	10	.999993
7.40902E-6	-7.79211	10	.740900E-5
0.99999259098	5.98335	17	.999993
7.40902E-6	-5.98335	17	.740909E-5
0.99999259098	4.71532	60	.999993
7.40902E-6	-4.71532	60	.740902E-5
0.99999259098	4.67252	67	.999993
7.40902E-6	-4.67252	67	.740914E-5
0.99999259098	4.55497	100	.999993
7.40902E-6	-4.55497	100	.740909E-5
0.99999259098	4.45318	180	.999993
7.40902E-6	-4.45318	180	.740897E-5
0.99999259098	4.36730	600	.999993
7.40902E-6	-4.36730	600	.740899E-5
0.99999259098	4.36682	608	.999993
7.40902E-6	-4.36682	608	.740912E-5
0.99999259098	4.35287	1000	.999993
7.40902E-6	-4.35287	1000	.740893E-5
0.99999259098	4.34280	1877	.999993
7.40902E-6	-4.34280	1877	.740910E-5
0.99999259098	4.33494	6000	.999993
7.40902E-6	-4.33494	6000	.740918E-5
0.99999259098	4.33466	6523	.999993
7.40902E-6	-4.33466	6523	.740897E-5
0.99999259098	4.33352	10000	.999993
7.40902E-6	-4.33352	10000	.740891E-5
0.99999259098	4.33256	18143	.999993
7.40902E-6	-4.33256	18143	.740887E-5
0.99999259098	4.33173	60000	.999993
7.40902E-6	-4.33173	60000	.740911E-5
0.99999259098	4.33173	60877	.999993
7.40902E-6	-4.33173	60877	.740894E-5
0.999993	45472.8	1	.999993
7.E-6	-45472.8	1	.700001E-5
0.999993	12.7944	6	.999993
7.E-6	-12.7944	6	.700000E-5
0.999993	7.84309	10	.999993
7.E-6	-7.84309	10	.699997E-5
0.999993	7.01732	12	.999993
7.E-6	-7.01732	12	.700003E-5
0.999993	4.73117	60	.999993
7.E-6	-4.73117	60	.700009E-5
0.999993	4.71141	63	.999993
7.E-6	-4.71141	63	.699994E-5
0.999993	4.56938	100	.999993
7.E-6	-4.56938	100	.700010E-5
0.999993	4.49302	149	.999993
7.E-6	-4.49302	149	.699997E-5
0.999993	4.38009	600	.999993
7.E-6	-4.38009	600	.699990E-5
0.999993	4.37880	622	.999993
7.E-6	-4.37880	622	.699989E-5
0.999993	4.36553	1000	.999993
7.E-6	-4.36553	1000	.700010E-5
0.999993	4.36517	1017	.999993
7.E-6	-4.36517	1017	.699997E-5
0.999993	4.34746	6000	.999993
7.E-6	-4.34746	6000	.700000E-5
0.999993	4.34745	6019	.999993
7.E-6	-4.34745	6019	.699996E-5
0.999993	4.34602	10000	.999993
7.E-6	-4.34602	10000	.700000E-5
0.999993	4.34505	18136	.999993
7.E-6	-4.34505	18136	.700004E-5
0.999993	4.34422	60000	.999993
7.E-6	-4.34422	60000	.700003E-5
0.999993	4.34419	65206	.999993
7.E-6	-4.34419	65206	.700007E-5
0.99999321991	46947.7	1	.999993
6.78009E-6	-46947.7	1	.678010E-5
0.99999321991	12.8648	6	.999993
6.78009E-6	-12.8648	6	.678015E-5
0.99999321991	7.87185	10	.999993
6.78009E-6	-7.87185	10	.678008E-5
0.99999321991	6.16598	16	.999993
6.78009E-6	-6.16598	16	.678007E-5
0.99999321991	4.74008	60	.999993
6.78009E-6	-4.74008	60	.677999E-5
0.99999321991	4.72660	62	.999993
6.78009E-6	-4.72660	62	.678015E-5
0.99999321991	4.57747	100	.999993
6.78009E-6	-4.57747	100	.678015E-5
0.99999321991	4.49869	151	.999993
6.78009E-6	-4.49869	151	.678009E-5
0.99999321991	4.38726	600	.999993
6.78009E-6	-4.38726	600	.678010E-5
0.99999321991	4.38262	687	.999993
6.78009E-6	-4.38262	687	.678015E-5
0.99999321991	4.37264	1000	.999993
6.78009E-6	-4.37264	1000	.678003E-5
0.99999321991	4.36437	1609	.999993
6.78009E-6	-4.36437	1609	.678023E-5
0.99999321991	4.35448	6000	.999993
6.78009E-6	-4.35448	6000	.678010E-5
0.99999321991	4.35430	6321	.999993
6.78009E-6	-4.35430	6321	.677998E-5
0.99999321991	4.35303	10000	.999993
6.78009E-6	-4.35303	10000	.678019E-5
0.99999321991	4.35217	16552	.999993
6.78009E-6	-4.35217	16552	.678023E-5
0.99999321991	4.35123	60000	.999993
6.78009E-6	-4.35123	60000	.677996E-5
0.99999321991	4.35119	65993	.999993
6.78009E-6	-4.35119	65993	.678018E-5
0.999994	53051.6	1	.999994
6.E-6	-53051.6	1	.600001E-5
0.999994	13.1379	6	.999994
6.E-6	-13.1379	6	.599992E-5
0.999994	7.98272	10	.999994
6.E-6	-7.98272	10	.600001E-5
0.999994	7.12812	12	.999994
6.E-6	-7.12812	12	.600003E-5
0.999994	4.77411	60	.999994
6.E-6	-4.77411	60	.599992E-5
0.999994	4.72985	67	.999994
6.E-6	-4.72985	67	.600009E-5
0.999994	4.60837	100	.999994
6.E-6	-4.60837	100	.600001E-5
0.999994	4.49460	193	.999994
6.E-6	-4.49460	193	.599988E-5
0.999994	4.41464	600	.999994
6.E-6	-4.41464	600	.599997E-5
0.999994	4.41089	667	.999994
6.E-6	-4.41089	667	.600006E-5
0.999994	4.39975	1000	.999994
6.E-6	-4.39975	1000	.600007E-5
0.999994	4.39134	1609	.999994
6.E-6	-4.39134	1609	.600001E-5
0.999994	4.38127	6000	.999994
6.E-6	-4.38127	6000	.599995E-5
0.999994	4.38127	6001	.999994
6.E-6	-4.38127	6001	.599994E-5
0.999994	4.37980	10000	.999994
6.E-6	-4.37980	10000	.599988E-5
0.999994	4.37878	18442	.999994
6.E-6	-4.37878	18442	.600013E-5
0.999994	4.37796	60000	.999994
6.E-6	-4.37796	60000	.599988E-5
0.999994	4.37792	67129	.999994
6.E-6	-4.37792	67129	.599991E-5
0.99999424213	55282.6	1	.999994
5.75787E-6	-55282.6	1	.575787E-5
0.99999424213	13.2311	6	.999994
5.75787E-6	-13.2311	6	.575790E-5
0.99999424213	8.02035	10	.999994
5.75787E-6	-8.02035	10	.575787E-5
0.99999424213	6.11172	17	.999994
5.75787E-6	-6.11172	17	.575786E-5
0.99999424213	4.78555	60	.999994
5.75787E-6	-4.78555	60	.575795E-5
0.99999424213	4.78555	60	.999994
5.75787E-6	-4.78555	60	.575795E-5
0.99999424213	4.61876	100	.999994
5.75787E-6	-4.61876	100	.575779E-5
0.99999424213	4.50814	187	.999994
5.75787E-6	-4.50814	187	.575793E-5
0.99999424213	4.42383	600	.999994
5.75787E-6	-4.42383	600	.575794E-5
0.99999424213	4.42365	603	.999994
5.75787E-6	-4.42365	603	.575777E-5
0.99999424213	4.40886	1000	.999994
5.75787E-6	-4.40886	1000	.575780E-5
0.99999424213	4.40037	1612	.999994
5.75787E-6	-4.40037	1612	.575783E-5
0.99999424213	4.39026	6000	.999994
5.75787E-6	-4.39026	6000	.575793E-5
0.99999424213	4.38982	6813	.999994
5.75787E-6	-4.38982	6813	.575788E-5
0.99999424213	4.38878	10000	.999994
5.75787E-6	-4.38878	10000	.575789E-5
0.99999424213	4.38792	16275	.999994
5.75787E-6	-4.38792	16275	.575798E-5
0.99999424213	4.38693	60000	.999994
5.75787E-6	-4.38693	60000	.575787E-5
0.99999424213	4.38688	68948	.999994
5.75787E-6	-4.38688	68948	.575792E-5
0.999995	63662.0	1	.999995
5.E-6	-63662.0	1	.500000E-5
0.999995	13.5553	6	.999995
5.E-6	-13.5553	6	.500004E-5
0.999995	8.15029	10	.999995
5.E-6	-8.15029	10	.499998E-5
0.999995	6.70645	14	.999995
5.E-6	-6.70645	14	.500002E-5
0.999995	4.82470	60	.999995
5.E-6	-4.82470	60	.499995E-5
0.999995	4.78504	66	.999995
5.E-6	-4.78504	66	.500000E-5
0.999995	4.65424	100	.999995
5.E-6	-4.65424	100	.500000E-5
0.999995	4.60826	123	.999995
5.E-6	-4.60826	123	.500001E-5
0.999995	4.45521	600	.999995
5.E-6	-4.45521	600	.499999E-5
0.999995	4.45327	632	.999995
5.E-6	-4.45327	632	.500000E-5
0.999995	4.43993	1000	.999995
5.E-6	-4.43993	1000	.499992E-5
0.999995	4.43500	1275	.999995
5.E-6	-4.43500	1275	.500004E-5
0.999995	4.42095	6000	.999995
5.E-6	-4.42095	6000	.500003E-5
0.999995	4.42080	6250	.999995
5.E-6	-4.42080	6250	.500000E-5
0.999995	4.41944	10000	.999995
5.E-6	-4.41944	10000	.499999E-5
0.999995	4.41838	18799	.999995
5.E-6	-4.41838	18799	.499997E-5
0.999995	4.41755	60000	.999995
5.E-6	-4.41755	60000	.500002E-5
0.999995	4.41752	64751	.999995
5.E-6	-4.41752	64751	.500008E-5
0.99999504319	64216.7	1	.999995
4.95681E-6	-64216.7	1	.495681E-5
0.99999504319	13.5755	6	.999995
4.95681E-6	-13.5755	6	.495679E-5
0.99999504319	8.15833	10	.999995
4.95681E-6	-8.15833	10	.495679E-5
0.99999504319	6.71180	14	.999995
4.95681E-6	-6.71180	14	.495683E-5
0.99999504319	4.82710	60	.999995
4.95681E-6	-4.82710	60	.495681E-5
0.99999504319	4.82710	60	.999995
4.95681E-6	-4.82710	60	.495681E-5
0.99999504319	4.65642	100	.999995
4.95681E-6	-4.65642	100	.495674E-5
0.99999504319	4.55205	175	.999995
4.95681E-6	-4.55205	175	.495672E-5
0.99999504319	4.45713	600	.999995
4.95681E-6	-4.45713	600	.495686E-5
0.99999504319	4.45700	602	.999995
4.95681E-6	-4.45700	602	.495692E-5
0.99999504319	4.44183	1000	.999995
4.95681E-6	-4.44183	1000	.495681E-5
0.99999504319	4.43968	1104	.999995
4.95681E-6	-4.43968	1104	.495670E-5
0.99999504319	4.42283	6000	.999995
4.95681E-6	-4.42283	6000	.495685E-5
0.99999504319	4.42230	6978	.999995
4.95681E-6	-4.42230	6978	.495683E-5
0.99999504319	4.42132	10000	.999995
4.95681E-6	-4.42132	10000	.495676E-5
0.99999504319	4.42071	13667	.999995
4.95681E-6	-4.42071	13667	.495678E-5
0.99999504319	4.41943	60000	.999995
4.95681E-6	-4.41943	60000	.495674E-5
0.99999504319	4.41939	66082	.999995
4.95681E-6	-4.41939	66082	.495686E-5
0.999996	79577.5	1	.999996
4.E-6	-79577.5	1	.400000E-5
0.999996	14.0833	6	.999996
4.E-6	-14.0833	6	.399999E-5
0.999996	8.35901	10	.999996
4.E-6	-8.35901	10	.399998E-5
0.999996	6.63085	15	.999996
4.E-6	-6.63085	15	.400002E-5
0.999996	4.88635	60	.999996
4.E-6	-4.88635	60	.400000E-5
0.999996	4.84531	66	.999996
4.E-6	-4.84531	66	.400000E-5
0.999996	4.71003	100	.999996
4.E-6	-4.71003	100	.400004E-5
0.999996	4.63280	144	.999996
4.E-6	-4.63280	144	.400002E-5
0.999996	4.50444	600	.999996
4.E-6	-4.50444	600	.399998E-5
0.999996	4.50063	664	.999996
4.E-6	-4.50063	664	.399998E-5
0.999996	4.48866	1000	.999996
4.E-6	-4.48866	1000	.400008E-5
0.999996	4.47959	1627	.999996
4.E-6	-4.47959	1627	.400000E-5
0.999996	4.46908	6000	.999996
4.E-6	-4.46908	6000	.400004E-5
0.999996	4.46899	6142	.999996
4.E-6	-4.46899	6142	.400004E-5
0.999996	4.46752	10000	.999996
4.E-6	-4.46752	10000	.400004E-5
0.999996	4.46688	13797	.999996
4.E-6	-4.46688	13797	.399997E-5
0.999996	4.46557	60000	.999996
4.E-6	-4.46557	60000	.400007E-5
0.999996	4.46553	66747	.999996
4.E-6	-4.46553	66747	.400008E-5
0.99999697193	105120.	1	.999997
3.02807E-6	-105120.	1	.302806E-5
0.99999697193	14.7693	6	.999997
3.02807E-6	-14.7693	6	.302810E-5
0.99999697193	8.62515	10	.999997
3.02807E-6	-8.62515	10	.302806E-5
0.99999697193	6.79380	15	.999997
3.02807E-6	-6.79380	15	.302806E-5
0.99999697193	4.96287	60	.999997
3.02807E-6	-4.96287	60	.302806E-5
0.99999697193	4.91374	67	.999997
3.02807E-6	-4.91374	67	.302806E-5
0.99999697193	4.77912	100	.999997
3.02807E-6	-4.77912	100	.302802E-5
0.99999697193	4.69872	144	.999997
3.02807E-6	-4.69872	144	.302804E-5
0.99999697193	4.56521	600	.999997
3.02807E-6	-4.56521	600	.302814E-5
0.99999697193	4.56176	655	.999997
3.02807E-6	-4.56176	655	.302813E-5
0.99999697193	4.54882	1000	.999997
3.02807E-6	-4.54882	1000	.302807E-5
0.99999697193	4.53701	1934	.999997
3.02807E-6	-4.53701	1934	.302803E-5
0.99999697193	4.52847	6000	.999997
3.02807E-6	-4.52847	6000	.302808E-5
0.99999697193	4.52813	6555	.999997
3.02807E-6	-4.52813	6555	.302803E-5
0.99999697193	4.52685	10000	.999997
3.02807E-6	-4.52685	10000	.302806E-5
0.99999697193	4.52581	17491	.999997
3.02807E-6	-4.52581	17491	.302805E-5
0.99999697193	4.52482	60000	.999997
3.02807E-6	-4.52482	60000	.302814E-5
0.99999697193	4.52479	65590	.999997
3.02807E-6	-4.52479	65590	.302807E-5
0.999997	106103.	1	.999997
3.E-6	-106103.	1	.300001E-5
0.999997	14.7928	6	.999997
3.E-6	-14.7928	6	.300002E-5
0.999997	8.63416	10	.999997
3.E-6	-8.63416	10	.300001E-5
0.999997	6.44901	17	.999997
3.E-6	-6.44901	17	.300000E-5
0.999997	4.96542	60	.999997
3.E-6	-4.96542	60	.300002E-5
0.999997	4.91622	67	.999997
3.E-6	-4.91622	67	.300005E-5
0.999997	4.78142	100	.999997
3.E-6	-4.78142	100	.299997E-5
0.999997	4.74093	118	.999997
3.E-6	-4.74093	118	.300006E-5
0.999997	4.56724	600	.999997
3.E-6	-4.56724	600	.299995E-5
0.999997	4.56267	675	.999997
3.E-6	-4.56267	675	.299994E-5
0.999997	4.55082	1000	.999997
3.E-6	-4.55082	1000	.300000E-5
0.999997	4.54168	1595	.999997
3.E-6	-4.54168	1595	.299999E-5
0.999997	4.53045	6000	.999997
3.E-6	-4.53045	6000	.299993E-5
0.999997	4.52999	6751	.999997
3.E-6	-4.52999	6751	.300005E-5
0.999997	4.52882	10000	.999997
3.E-6	-4.52882	10000	.300003E-5
0.999997	4.52837	12304	.999997
3.E-6	-4.52837	12304	.299995E-5
0.999997	4.52679	60000	.999997
3.E-6	-4.52679	60000	.300007E-5
0.999997	4.52675	68019	.999997
3.E-6	-4.52675	68019	.299996E-5
0.99999768128	137278.	1	.999998
2.31872E-6	-137278.	1	.231872E-5
0.99999768128	15.4569	6	.999998
2.31872E-6	-15.4569	6	.231875E-5
0.99999768128	8.88653	10	.999998
2.31872E-6	-8.88653	10	.231871E-5
0.99999768128	6.75318	16	.999998
2.31872E-6	-6.75318	16	.231873E-5
0.99999768128	5.03585	60	.999998
2.31872E-6	-5.03585	60	.231873E-5
0.99999768128	5.02778	61	.999998
2.31872E-6	-5.02778	61	.231868E-5
0.99999768128	4.84484	100	.999998
2.31872E-6	-4.84484	100	.231870E-5
0.99999768128	4.71016	199	.999998
2.31872E-6	-4.71016	199	.231875E-5
0.99999768128	4.62285	600	.999998
2.31872E-6	-4.62285	600	.231868E-5
0.99999768128	4.62018	640	.999998
2.31872E-6	-4.62018	640	.231876E-5
0.99999768128	4.60585	1000	.999998
2.31872E-6	-4.60585	1000	.231870E-5
0.99999768128	4.59346	1956	.999998
2.31872E-6	-4.59346	1956	.231867E-5
0.99999768128	4.58475	6000	.999998
2.31872E-6	-4.58475	6000	.231876E-5
0.99999768128	4.58419	6924	.999998
2.31872E-6	-4.58419	6924	.231875E-5
0.99999768128	4.58307	10000	.999998
